,Name,Lvl,HP,AC,Attack_Num,Attack_Descr,Attack_Type,Hit_Bonus,is_Agile
177,BALOR (FIRE DEMON),20,480,45,Attack 1,"Melee vorpal cold iron silver longsword +40 (evil, magical, reach 10 feet, versatile P), Damage 4d8+17 slashing plus 1d6 evil",Melee,40.0,False
178,BANDIT,2,30,19,Attack 1,"Melee hatchet +9 (agile, sweep), Damage 1d6+5 slashing",Melee,9.0,True
179,BANDIT DISCIPLE,-1,8,15,Attack 1,"Melee scimitar +6 (forceful, sweep), Damage 1d6 slashing",Melee,6.0,False
180,BANDIT DISCIPLE,2,30,18,Attack 1,"Melee scimitar +9 (forceful, sweep), Damage 1d6 slashing",Melee,9.0,False
181,BANDIT LIEUTENANT,2,22,20,Attack 1,"Melee shortsword +8 (agile, finesse, versatile S), Damage 1d6+1 piercing",Melee,8.0,True
182,BANDIT SCOUT,0,10,17,Attack 1,"Melee shortsword +5 (agile, finesse, versatile S), Damage 1d6+2 piercing",Melee,5.0,True
183,BANSHEE,17,250,39,Attack 1,"Melee hand +32 (finesse, magical), Damage 4d10+14 negative plus terrifying touch",Melee,32.0,False
184,BAOBHAN SITH,6,105,24,Attack 1,"Melee claw +17 (agile, finesse), Damage 2d6+6 slashing and 1d6 persistent bleed",Melee,17.0,True
185,BAOMAL,20,315,48,Attack 1,"Melee jaws +38 (reach 20 feet), Damage 4d12+18 piercing plus Improved Grab",Melee,38.0,False
186,BARBAZU (BEARDED DEVIL),5,60,22,Attack 1,"Melee glaive +15 (deadly 1d8, evil, forceful, magical, reach 10 feet), Damage 1d8+7 slashing plus 2d6 evil and infernal wound",Melee,15.0,False
187,BARCUMBUK,8,120,27,Attack 1,"Melee flaming warhammer +20 (evil, fire, magical, shove), Damage 2d8+6 bludgeoning plus 1d6 evil and 1d6 fire",Melee,20.0,False
188,BARDOLPH,3,45,19,Attack 1,"Melee jaws +11, Damage 2d8+4 piercing",Melee,11.0,False
189,BARGHEST,4,50,21,Attack 1,"Melee jaws +13, Damage 2d8+5 piercing",Melee,13.0,False
190,BARKEEP,1,25,14,Attack 1,"Melee sap +6 (agile, nonlethal), Damage 1d6+3 bludgeoning",Melee,6.0,True
191,BARKING STAG,13,245,34,Attack 1,"Melee antler +16 (grapple), Damage 3d10+12 piercing plus Grab",Melee,16.0,False
192,BARON UTOMO,4,60,21,Attack 1,"Melee lance +14 (deadly d8, jousting d6, reach 10 feet), Damage 1d8+8 piercing",Melee,14.0,False
193,BARON UTOMO,6,95,24,Attack 1,"Melee lance +17 (deadly d8, jousting d6, reach 10 feet), Damage 1d8+11 piercing",Melee,17.0,False
194,BARRALBUS,3,31,17,Attack 1,"Melee staff +7 (two-hand d8), Damage 1d4 bludgeoning",Melee,7.0,False
195,BARRALBUS,5,53,20,Attack 1,"Melee staff +9 (two-hand d8), Damage 1d4 bludgeoning",Melee,9.0,False
196,BARREL LAUNCHER,14,250,36,Attack 1,"Melee rapier hand +29 (deadly d8, disarm, finesse, magical), Damage 3d6+14 piercing plus unbalancing blow",Melee,29.0,False
197,BARRISTER,-1,8,13,Attack 1,"Melee fist +4 (agile, nonlethal), Damage 1d4 bludgeoning",Melee,4.0,True
198,BARUSHAK IL-VARASHMA,11,170,28,Attack 1,"Melee morningstar +20 (versatile P), Damage 2d6+8 bludgeoning",Melee,20.0,False
199,BASIDIROND,5,80,22,Attack 1,"Melee frond +15, Damage 2d8+6 bludgeoning plus basidirond spores",Melee,15.0,False
200,BASILISK,5,75,22,Attack 1,"Melee jaws +15, Damage 2d8+4 piercing",Melee,15.0,False
201,BASTION ARCHON,20,280,47,Attack 1,"Melee fist +40 (good, lawful, magical, reach 15 feet), Damage 4d8+20 bludgeoning plus 2d6 good",Melee,40.0,False
202,BATTLE LEADER REKAREK,2,40,17,Attack 1,"Melee greatpick +12 (fatal d12), Damage 1d10+3 piercing",Melee,12.0,False
203,BAUBLE BEAST,6,100,23,Attack 1,"Melee jaws +16, Damage 1d8+7 piercing plus 1d6 persistent acid and philanthropic bile",Melee,16.0,False
204,BAYKOK,9,200,27,Attack 1,"Melee greatclub +21 (backswing, magical, shove), Damage 2d10+9 bludgeoning",Melee,21.0,False
205,BEAKTOOTH,3,45,19,Attack 1,"Melee beak +13 (finesse, magical), Damage 1d-2 piercing plus calcification",Melee,13.0,False
206,BEAST TAMER,4,54,20,Attack 1,"Melee whip +11 (disarm, nonlethal, reach, trip), Damage 1d4+5 slashing",Melee,11.0,False
207,BEBILITH,10,200,30,Attack 1,"Melee jaws +23 (magical, reach 10 feet), Damage 2d10+13 piercing plus Abyssal rot",Melee,23.0,False
208,BEGGAR,-1,10,15,Attack 1,"Melee fist +5 (agile, nonlethal), Damage 1d4+1 bludgeoning",Melee,5.0,True
209,BEHEMOTH HIPPOPOTAMUS,10,190,29,Attack 1,"Melee jaws +23 (deadly d12, reach 10 feet), Damage 2d12+10 piercing plus Grab",Melee,23.0,False
210,BEHIR,8,140,27,Attack 1,"Melee jaws +18 (reach 15 feet), Damage 2d12+10 piercing plus Grab",Melee,18.0,False
211,BELCORRA HARUVEX,12,175,30,Attack 1,"Melee ghostly hand +24 (agile, finesse, magical), Damage 3d8+12 negative",Melee,24.0,True
212,BELKER,6,78,25,Attack 1,"Melee claw +17 (agile, finesse), Damage 2d10+5 slashing",Melee,17.0,True
213,BELMAZOG,9,145,28,Attack 1,"Melee jaws +20, Damage 2d8+11 piercing plus 1d12 acid",Melee,20.0,False
214,BETOBETO-SAN,12,170,33,Attack 1,"Melee claw +25 (agile, finesse, magical), Damage 3d12+10 negative",Melee,25.0,True
215,BHAZRADE AND KLATHOR,9,110,27,Attack 1,"Melee staff +19 (two-hand d8), Damage 1d4+4 bludgeoning",Melee,19.0,False
216,BIDA,8,135,27,Attack 1,"Melee jaws +20 (reach 15 feet), Damage 2d12+9 piercing",Melee,20.0,False
217,BIG BERTA,2,26,19,Attack 1,"Melee fangs +11 (finesse), Damage 1d8+3 piercing plus giant viper venom",Melee,11.0,False
218,BIG BUMBLE,3,45,19,Attack 1,"Melee jaws +11, Damage 2d8+4 piercing",Melee,11.0,False
219,BIJAN AND ZAYNAP OHRLAVI,5,75,22,Attack 1,"Melee kukri +15 (agile, finesse, magical, trip), Damage 1d6+4 slashing",Melee,15.0,True
220,BILOKO VETERAN,4,58,21,Attack 1,"Melee jaws +14, Damage 2d8+5 piercing",Melee,14.0,False
221,BILOKO WARRIOR,1,19,16,Attack 1,"Melee jaws +8, Damage 1d8+3 piercing",Melee,8.0,False
222,BINUMIR,3,25,19,Attack 1,"Melee ghostly hand +12 (agile, finesse, magical), Damage 1d8+4 negative",Melee,12.0,True
223,BISON,4,70,20,Attack 1,"Melee hoof +12, Damage 2d6+6 bludgeoning",Melee,12.0,False
224,BITE BITE,1,20,16,Attack 1,"Melee jaws +8, Damage 1d10+1 piercing",Melee,8.0,False
225,BITTER TRUTH BANDIT,6,95,22,Attack 1,"Melee hatchet +16 (agile, sweep), Damage 1d6+6 slashing",Melee,16.0,True
226,BLACK BEAR,2,32,18,Attack 1,"Melee jaws +9, Damage 1d8+5 piercing",Melee,9.0,False
227,BLACK PUDDING,7,165,14,Attack 1,"Melee pseudopod +18 (reach 10 feet), Damage 2d8+7 bludgeoning plus 2d6 acid, corrosive touch, and Grab",Melee,18.0,False
228,BLACK SCORPION,15,275,38,Attack 1,"Melee pincer +30 (agile, reach 30 feet), Damage 3d12+15 slashing plus Grab",Melee,30.0,True
229,BLACK WHALE GUARD,12,230,32,Attack 1,"Melee club +24 (thrown 10 feet), Damage 1d6+11 bludgeoning",Melee,24.0,False
230,BLACKFINGERS ACOLYTE,6,95,24,Attack 1,"Melee dagger +15 (agile, finesse, magic, versatile S), Damage 1d4+6 piercing",Melee,15.0,True
231,BLINDHEIM,2,27,18,Attack 1,"Melee jaws +10, Damage 1d12+2 piercing",Melee,10.0,False
232,BLINK DOG,2,30,18,Attack 1,"Melee jaws (agile, finesse) +11, Damage 1d6+3 piercing",Melee,11.0,True
233,BLINNY,1,20,16,Attack 1,"Melee jaws +9 (finesse), Damage 1d6+1 piercing plus ghoul fever and paralysis",Melee,9.0,False
234,BLISTER,14,104,36,Attack 1,"Melee dagger +27 (agile, finesse, magic, versatile S), Damage 2d4+12 piercing",Melee,27.0,True
235,BLIZZARDBORN,6,105,24,Attack 1,"Melee ice claw +17 (versatile bludgeoning), Damage 2d6+8 slashing plus 1d6 persistent cold",Melee,17.0,False
236,BLODEUWEDD,6,105,24,Attack 1,"Melee claw +14 (agile), Damage 2d8+7 slashing",Melee,14.0,True
237,BLOOD BOAR,6,98,23,Attack 1,"Melee jaws +17, Damage 2d8+8 piercing",Melee,17.0,False
238,BLOOD HAG,8,170,26,Attack 1,"Melee claw +18 (agile), Damage 2d8+7 slashing plus Grab (page 305)",Melee,18.0,True
239,BLOOD LIVING GRAFFITI,3,50,19,Attack 1,"Melee fist +11 (agile, finesse), Damage 2d4+4 bludgeoning",Melee,11.0,True
240,BLOOD OOZE,4,90,12,Attack 1,"Melee pseudopod +15 (reach 10 feet), Damage 1d12+8 bludgeoning plus 1d6 persistent bleed",Melee,15.0,False
241,BLOOD PAINTER,9,155,27,Attack 1,"Melee claw +20 (agile, reach 10 feet), Damage 3d8+8 slashing plus 1d8 persistent bleed",Melee,20.0,True
242,BLOOD WOLF,3,50,18,Attack 1,"Melee jaws +12, Damage 1d8+5 piercing plus Knockdown",Melee,12.0,False
243,BLOODLASH BUSH,2,35,16,Attack 1,"Melee vine +11 (agile, reach 10 feet), Damage 1d8+4 slashing plus weeping wounds",Melee,11.0,True
244,BLOODSIPHON,4,80,19,Attack 1,"Melee mouth +14, Damage 2d8+6 piercing plus Grab",Melee,14.0,False
245,BLOODTHIRSTY RAZORTOOTHED SHARK,3,45,19,Attack 1,"Melee jaws +12, Damage 1d10+5 piercing",Melee,12.0,False
246,BLOODY BARBER GOON,12,210,32,Attack 1,"Melee dagger +24 (agile, finesse, versatile S), Damage 1d4+9 piercing",Melee,24.0,True
247,BLOODY BERLETH,11,245,30,Attack 1,"Melee shovel +24 (deadly 1d10, magical, trip, versatile B), Damage 2d10+11 slashing",Melee,24.0,False
248,BLOODY BLADE MERCENARIES,1,19,18,Attack 1,"Melee longsword +9 (versatile P), Damage 1d8+4 slashing",Melee,9.0,False
249,BLUE FINLEY,4,30,20,Attack 1,"Melee ghostly hand +13 (agile, finesse, magical), Damage 2d6+2 negative",Melee,13.0,True
250,BLUE STREAK AMBUSHER,4,60,21,Attack 1,"Melee falchion +13 (forceful, sweep), Damage 1d10+6 slashing",Melee,13.0,False
251,BLUE STREAK AMBUSHER,5,75,21,Attack 1,"Melee kukri +15 (agile, magical, trip), Damage 1d6+7 slashing",Melee,15.0,True
252,BLUE STREAK BURGLAR,4,60,21,Attack 1,"Melee shortsword +14 (agile, finesse, versatile S), Damage 1d6+6 piercing",Melee,14.0,True
253,BLUE STREAK MAGE,3,31,17,Attack 1,"Melee staff +7 (two-hand d8), Damage 1d4 bludgeoning",Melee,7.0,False
254,BLUE STREAK MAGE,5,58,20,Attack 1,"Melee light mace +12 (agile, finesse, shove), Damage 1d4+4 bludgeoning",Melee,12.0,True
255,BLUE STREAK SENTRY,2,30,19,Attack 1,"Melee shortsword +10 (agile, finesse, versatile P), Damage 1d6+3 slashing",Melee,10.0,True
256,BLUE-RINGED OCTOPUS,0,15,16,Attack 1,"Melee beak +7 (finesse), Damage 1d6 piercing plus blue-ringed octopus venom",Melee,7.0,False
257,BLUNE BANDERSWORTH,20,375,43,Attack 1,"Melee rapier +34 (deadly 3d8, disarm, finesse, magical), Damage 4d6+11 piercing",Melee,34.0,False
258,BLUNE'S ILLUSORY TOADY,16,150,36,Attack 1,"Melee chaos hand +35 (agile, chaotic, finesse, magical), Damage 3d8+12 chaotic",Melee,35.0,True
259,BOAR,2,30,18,Attack 1,"Melee tusk +10, Damage 2d6+4 piercing",Melee,10.0,False
260,BODAK,8,160,27,Attack 1,"Melee fist +18 (agile, finesse), Damage 2d6+6 bludgeoning plus 1d6 negative",Melee,18.0,True
261,BODYGUARD,1,25,16,Attack 1,"Melee greatclub +7 (backswing, shove), Damage 1d10+4 bludgeoning",Melee,7.0,False
262,BOG MUMMY,5,85,21,Attack 1,"Melee fist +14, Damage 2d6+5 plus bog rot",Melee,14.0,False
263,BOG STRIDER,2,30,18,Attack 1,"Melee spear +8, Damage 1d6+4 piercing",Melee,8.0,False
264,BOG-ROTTED FROGHEMOTH,12,265,30,Attack 1,"Melee jaws +25 (reach 10 feet), Damage 3d12+12 piercing plus Improved Grab",Melee,25.0,False
265,BOGEY,3,35,20,Attack 1,"Melee claw +10 (agile, finesse, magical), Damage 1d8+3 slashing",Melee,10.0,True
266,BOGEYMAN,10,175,30,Attack 1,"Melee claw +21 (agile, finesse, magical), Damage 2d12+9 slashing plus striking fear",Melee,21.0,True
267,BOGGARD SCOUT,1,24,16,Attack 1,"Melee morningstar +8 (versatile P), Damage 1d6+3 bludgeoning",Melee,8.0,False
268,BOGGARD SWAMPSEER,3,40,18,Attack 1,"Melee staff +10 (two-hand d8), Damage 1d4+6 bludgeoning",Melee,10.0,False
269,BOGGARD WARRIOR,2,38,17,Attack 1,"Melee club +10, Damage 1d6+6 bludgeoning",Melee,10.0,False
270,BOLAR OF STONEMOOR,-1,13,14,Attack 1,"Melee battle axe +6 (sweep), Damage 1d8+4 slashing",Melee,6.0,False
271,BOMELA,5,115,20,Attack 1,"Melee jaws +14 (reach 10 feet), Damage 2d10+5 piercing",Melee,14.0,False
272,BONE CROUPIER,5,50,22,Attack 1,"Melee claw +14 (agile, finesse), Damage 2d8+5 slashing",Melee,14.0,True
273,BONE GLADIATOR,7,105,25,Attack 1,"Melee claw +18 (agile, reach 10 feet), Damage 2d6+11 slashing",Melee,18.0,True
274,BONE PROPHET,8,115,27,Attack 1,"Melee staff +18 (magical, two-hand d8), Damage 2d4+9 bludgeoning",Melee,18.0,False
275,BONE SHIP,18,415,42,Attack 1,"Melee hull +35 (reach 20 feet), Damage 3d10+17 bludgeoning plus 2d10 negative",Melee,35.0,False
276,BONEWHISPER,18,300,42,Attack 1,"Melee jaws +35 (deadly 2d12, magical, reach 10 feet), Damage 3d10+14 piercing plus 3d6 negative and energy drain",Melee,35.0,False
277,BOSS SKRAWNG,1,24,16,Attack 1,"Melee trident +6, Damage 1d8+1 piercing",Melee,6.0,False
278,BOSUN,3,45,19,Attack 1,"Melee fist +13 (agile, nonlethal), Damage 1d6+5 bludgeoning",Melee,13.0,True
279,BOTTLENOSE DOLPHIN,0,16,15,Attack 1,"Melee snout +6, Damage 1d6+2 bludgeoning",Melee,6.0,False
280,BOUNTY HUNTER,4,60,21,Attack 1,"Melee falchion +13 (forceful, sweep), Damage 1d10+6 slashing",Melee,13.0,False
281,BRAIN COLLECTOR,8,140,26,Attack 1,"Melee jaws +20, Damage 2d12+6 piercing plus brain collector venom",Melee,20.0,False
282,BRAINCHILD,11,200,30,Attack 1,"Melee illusory weapon +24 (illusion, mental, magical tradition: occult The practitioners of occult traditions seek to understand the unexplainable, categorize the bizarre, and otherwise access the ephemeral in a systematic way. Bards are the most iconic occult spellcasters, collecting strange esoterica and using their performances to influence the mind or elevate the soul, and occult sorcerers strive to understand the mysterious power in their blood.&gt;occult), Damage 4d6+10 mental plus urban legend",Melee,24.0,False
283,BRALANI (WIND AZATA),6,120,24,Attack 1,"Melee scimitar +16 (forceful, sweep), Damage 1d6+8 slashing plus 2d6 electricity and 1d6 good",Melee,16.0,False
284,BRAVE BUCKSHUCK,7,140,24,Attack 1,"Melee greatclub +19 (backswing, reach 10 feet, shove), Damage 1d10+14 bludgeoning",Melee,19.0,False
285,BRECKEZ,1,18,18,Attack 1,"Melee sickle +8 (agile, finesse, trip), Damage 1d4+3 slashing",Melee,8.0,True
286,BREEK,1,24,16,Attack 1,"Melee morningstar +8 (versatile P), Damage 1d6+3 bludgeoning",Melee,8.0,False
287,BREGDI,9,180,27,Attack 1,"Melee jaws +21 (reach 10 feet), Damage 2d12+8 piercing",Melee,21.0,False
288,BRIGHT WALKER,9,115,26,Attack 1,"Melee radiant touch +21 (agile, finesse, fire, light, magical), Damage 2d8+11 fire",Melee,21.0,True
289,BRIGTIR GEVRIN,15,220,38,Attack 1,"Melee jaws +27 (reach 0 feet, finesse, magical), Damage 1d-3 piercing plus 6d6 negative",Melee,27.0,False
290,BRIMORAK,5,80,22,Attack 1,"Melee flaming sword +15 (magical), Damage 2d8+4 slashing plus 1d6 evil and 1d6 fire",Melee,15.0,False
291,BRINE SHARK,3,45,19,Attack 1,"Melee jaws +11, Damage 1d12+7 piercing plus Grab",Melee,11.0,False
292,BRITTLE SKELETAL HORSE,1,23,14,Attack 1,"Melee hoof +7, Damage 1d8+3 bludgeoning",Melee,7.0,False
293,BRONTOSAURUS,10,220,28,Attack 1,"Melee tail +23 (sweep, reach 20 feet), Damage 2d10+13 bludgeoning plus Improved Knockdown",Melee,23.0,False
294,BROWNIE,1,25,16,Attack 1,"Melee shortsword +7 (agile, finesse), Damage 1d6 slashing",Melee,7.0,True
295,BRUGHADATCH (MIDLIFE BRUGHADATCH),10,210,30,Attack 1,"Melee jaws +21, Damage 2d10+9 piercing plus Grab",Melee,21.0,False
296,BRUORSIVI MANDRAGORA,4,45,19,Attack 1,"Melee jaws +12 (finesse), Damage 2d8+2 piercing plus Grab",Melee,12.0,False
297,BSHEZ ecSAND CLAWSed SHAK,17,330,40,Attack 1,"Melee thundering kukri +35 (agile, finesse, magical, trip), Damage 3d6+14 slashing plus 1d6 sonic",Melee,35.0,True
298,BUGABOO,6,95,24,Attack 1,"Melee claw +15 (agile, finesse, magical), Damage 2d8+6 slashing plus striking fear",Melee,15.0,True
299,BUGBEAR MARAUDER,2,34,17,Attack 1,"Melee longsword +10 (versatile P), Damage 1d8+4 slashing",Melee,10.0,False
300,BUGBEAR THUG,2,34,17,Attack 1,"Melee bastard sword +10 (two-hand d12), Damage 1d8+4 piercing",Melee,10.0,False
301,BUGBEAR TORMENTOR,3,44,20,Attack 1,"Melee dagger +11 (agile, versatile S), Damage 1d4+6 piercing",Melee,11.0,True
302,BUGUL NOZ,12,200,31,Attack 1,"Melee claw +23 (magical), Damage 3d8+6 piercing",Melee,23.0,False
303,BULETTE,8,120,30,Attack 1,"Melee jaws +21, Damage 2d10+10 piercing",Melee,21.0,False
304,BULLBUTCHER,10,200,30,Attack 1,"Melee horns +23 (deadly 1d8), Damage 2d10+13 piercing",Melee,23.0,False
305,BUNYIP,3,45,19,Attack 1,"Melee jaws +11, Damage 1d10+4 piercing plus 1d6 persistent bleed",Melee,11.0,False
306,BURGLAR,4,60,21,Attack 1,"Melee shortsword +14 (agile, finesse, versatile S), Damage 1d6+6 piercing",Melee,14.0,True
307,BURNING SUN ORC,4,63,21,Attack 1,"Melee scimitar +12 (forceful +1, sweep), Damage 1d6+11 slashing damage",Melee,12.0,False
308,BURNING SUN ORC,6,99,23,Attack 1,"Melee scimitar +15 (forceful +1, sweep), Damage 1d6+15 slashing damage",Melee,15.0,False
309,BUSO FARMER,3,48,18,Attack 1,"Melee kukri +11 (agile, trip), Damage 1d6+6 slashing",Melee,11.0,True
310,BYTHOS,16,245,39,Attack 1,"Melee fist +32 (lawful, magical, reach 10 feet), Damage 2d8+16 bludgeoning plus 2d8 cold and 2d8 lawful",Melee,32.0,False
311,CACTUS LESHY,2,30,18,Attack 1,"Melee spine +11, Damage 1d8+3 piercing",Melee,11.0,False
312,CAIRN LINNORM,18,360,43,Attack 1,"Melee jaws +35 (magical, reach 25 feet), Damage 3d12+17 piercing plus cairn linnorm venom",Melee,35.0,False
313,CAIRN WIGHT,3,50,18,Attack 1,"Melee bastard sword +12, Damage 1d12+4 slashing plus drain life",Melee,12.0,False
314,CAIRN WIGHT,4,67,20,Attack 1,"Melee longsword +14 (versatile P), Damage 1d8+7 slashing plus drain life",Melee,14.0,False
315,CALATHGAR,4,75,21,Attack 1,"Melee flower +13 (finesse), Damage 2d6+4 bludgeoning plus 1d6 cold",Melee,13.0,False
316,CALENNIA,16,290,39,Attack 1,"Melee scourge +31 (agile, disarm, finesse, magical, nonlethal, sweep), Damage 3d4+13 slashing plus 1d6 lawful vs. chaotic creatures",Melee,31.0,True
317,CALIGNI CALLER,6,70,24,Attack 1,"Melee dagger +15 (agile, finesse, versatile S), Damage 1d4+4 piercing plus 1d6 negative",Melee,15.0,True
318,CALIGNI CREEPER,2,30,19,Attack 1,"Melee dagger +10 (agile, finesse, versatile S), Damage 1d4+4 piercing plus black smear poison",Melee,10.0,True
319,CALIGNI DANCER,1,18,17,Attack 1,"Melee baton +9 (agile, finesse, shove), Damage 1d4 bludgeoning",Melee,9.0,True
320,CALIGNI DEFENDER,8,125,28,Attack 1,"Melee shortsword +19 (agile, finesse, versatile S), Damage 1d6+8 piercing plus black smear poison",Melee,19.0,True
321,CALIGNI SLAYER,3,45,19,Attack 1,"Melee kukri +11 (agile, finesse, trip), Damage 1d6+3 slashing plus black smear poison",Melee,11.0,True
322,CALIGNI STALKER,4,60,21,Attack 1,"Melee shortsword +13 (agile, finesse, versatile S), Damage 1d6+7 piercing plus black smear poison (see below)",Melee,13.0,True
323,CALIGNI VANGUARD,5,50,24,Attack 1,"Melee greatsword +16 (versatile P), Damage 1d12+8 slashing",Melee,16.0,False
324,CALIKANG,12,235,31,Attack 1,"Melee longsword +28 (magical, reach 10 feet, versatile P), Damage 2d8+15 slashing",Melee,28.0,False
325,CALIM,4,60,21,Attack 1,"Melee fangs +12 (agile, finesse), Damage 1d4 piercing",Melee,12.0,True
326,CALMONT,3,35,20,Attack 1,"Melee dagger +9 (agile, finesse, versatile S), Damage 1d4+4 piercing",Melee,9.0,True
327,CAMARACH,17,320,40,Attack 1,"Melee jaws +35 (magical, reach 20 feet), Damage 3d10+18 piercing plus Improved Grab",Melee,35.0,False
328,CAMEL,1,20,15,Attack 1,"Melee jaws +7, Damage 1d6+4 piercing",Melee,7.0,False
329,CANDLARON'S ECHO,21,315,46,Attack 1,"Melee ghostly hand +39 (agile, finesse, magical), Damage 8d8+8 negative",Melee,39.0,True
330,CANKER CULTIST,3,45,19,Attack 1,"Melee jaws +12, Damage 1d8+6 piercing plus ghoul fever and paralysis",Melee,12.0,False
331,CANNONO,1,20,17,Attack 1,"Melee fist +9 (agile, finesse, magical), Damage 1d-2 bludgeoning",Melee,9.0,True
332,CAPTAIN OF THE GUARD,6,95,24,Attack 1,"Melee longsword +18 (magical, versatile P), Damage 1d8+11 slashing",Melee,18.0,False
333,CARBUNCLE,1,20,16,Attack 1,"Melee jaws +5 (finesse), Damage 1d6 piercing",Melee,5.0,False
334,CARLESSA,3,45,17,Attack 1,"Melee trident +10 (fatal d10, thrown 20 feet), Damage 2d8+1 piercing",Melee,10.0,False
335,CARMAN RAJANI,6,95,24,Attack 1,"Melee longsword +17 (magical, versatile P), Damage 2d8+8 slashing",Melee,17.0,False
336,CARNIVOROUS BLOB,13,300,20,Attack 1,"Melee pseudopod +26 (reach 30 feet), Damage 2d12+12 bludgeoning plus 2d6 acid and Grab",Melee,26.0,False
337,CARNIVOROUS CRYSTAL,11,300,20,Attack 1,"Melee pseudopod +24 (versatile S), Damage 4d8+7 piercing",Melee,24.0,False
338,CARNIVOROUS MUSHROOMS,11,205,31,Attack 1,"Melee leaf +25 (reach 15 feet), Damage 2d8+9 piercing plus 2d6+4 acid and Improved Grab",Melee,25.0,False
339,CARNOTAUR,9,160,27,Attack 1,"Melee jaws +20 (deadly 1d12, reach 20 feet), Damage 2d12+10 piercing plus Grab",Melee,20.0,False
340,CARRION GOLEM,4,60,19,Attack 1,"Melee jaws +14 (magical), Damage 2d10+4 piercing plus filth fever",Melee,14.0,False
341,CASINO BOUNCER,8,150,27,Attack 1,"Melee fist +20 (agile, finesse, nonlethal, unarmed), Damage 2d6+6 bludgeoning plus Grab",Melee,20.0,True
342,CASSISIAN (ARCHIVE ANGEL),1,20,18,Attack 1,"Melee headbutt +6 (agile, finesse, good, magical), Damage 1d-1 bludgeoning plus 1d4 good",Melee,6.0,True
343,CAT SITH,6,110,23,Attack 1,"Melee jaws +12, Damage 2d12+3 piercing",Melee,12.0,False
344,CATFOLK POUNCER,1,19,17,Attack 1,"Melee greataxe +8 (sweep), Damage 1d12+3 slashing",Melee,8.0,False
345,CATOBLEPAS,12,215,33,Attack 1,"Melee jaws +25 (magical, reach 10 feet), Damage 3d10+13 piercing",Melee,25.0,False
346,CATRINA,5,75,22,Attack 1,"Melee fist +14 (agile, finesse), Damage 2d8+2 bludgeoning plus spirit touch",Melee,14.0,True
347,CAUSTIC WOLF,2,30,18,Attack 1,"Melee jaws +11, Damage 1d6+2 piercing plus 1d4 acid plus Knockdown",Melee,11.0,False
348,CAUTHOOJ,12,215,33,Attack 1,"Melee beak +26 (agile, deadly 1d12, reach 10 feet), Damage 2d12+12 piercing",Melee,26.0,True
349,CAVE BEAR,6,95,24,Attack 1,"Melee jaws +16, Damage 2d10+6 piercing",Melee,16.0,False
350,CAVE FISHER,2,30,18,Attack 1,"Melee claw +10, Damage 1d10+6 slashing",Melee,10.0,False
